SpM-dV,Bell-Garland matrices,,,,,
,,,280 GB/s,,,
,Linux,,346.47,,,1642.5 == 14.50.2
,,,k40c,,,
cant,,,96.4569,,,
consph,,,102.113,,,
cop20k_A,,,72.1035,,,
mac_econ_fwd500,,,47.1653,,,
mc2depi,,,74.2639,,,
pdb1HYS,,,102.969,,,
pwtk,,,74.1772,,,
rail4284,,,34.8417,,,
rma10,,,64.8728,,,
scircuit,,,51.2187,,,
shipsec1,,,161.233,,,
webbase_1M,,,32.5601,,,
