SpM-dV, 
,
OpenCL runtime,1642.5 (VM)
OpenCL Device,w9100
,
Matrix Name,Gi-Bytes/s
cant,133.421
consph,187.416
cop20k_A,92.3342
mac_econ_fwd500,80.9133
mc2depi,112.604
pdb1HYS,144.192
pwtk,182.1
rail4284,65.8575
rma10,109.81
scircuit,61.9386
shipsec1,128.57
webbase_1M,129.624
